Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-03-01 00:00:00-05:00,35.66896417004145,35.66896417004145,35.11363983154297,35.11363983154297,600,0.0,0.0,0.0
2008-04-01 00:00:00-04:00,35.77576231620681,43.037708642973975,35.711686215362896,37.91162872314453,242600,0.0,0.0,0.0
2008-05-01 00:00:00-04:00,37.48445330405984,39.32841791875161,37.092875657085365,38.2391242980957,1185200,0.0,0.0,0.0
2008-06-01 00:00:00-04:00,38.22489160944548,38.281849355745386,34.81462666863575,35.18484115600586,409000,0.0,0.0,0.0
2008-07-01 00:00:00-04:00,34.75053867148945,36.096133734615364,32.85673770933189,34.074180603027344,3255200,0.0,0.0,0.0
2008-08-01 00:00:00-04:00,34.03146115944233,34.2592866272093,32.68586614172689,33.504615783691406,500000,0.0,0.0,0.0
2008-09-01 00:00:00-04:00,33.4334311584175,35.27739609645068,28.086646303691367,29.396644592285156,4037400,0.0,0.0,0.0
2008-10-01 00:00:00-04:00,29.339684269351054,29.652946414349913,18.96649328785084,23.98577880859375,2500800,0.0,0.0,0.0
2008-11-01 00:00:00-04:00,23.750833292538765,25.203223004015026,18.653232583930865,21.885509490966797,5786200,0.0,0.0,0.0
2008-12-01 00:00:00-05:00,21.5936088207017,23.56572439215022,19.93475267064123,23.081594467163086,9096800,0.0,0.0,0.0
2009-01-01 00:00:00-05:00,23.102954291334775,23.94306191763018,19.72116599229809,20.454479217529297,9414900,0.0,0.0,0.0
2009-02-01 00:00:00-05:00,20.25513478882883,21.84991496718466,18.368451602261015,18.46812629699707,2729600,0.0,0.0,0.0
2009-03-01 00:00:00-05:00,18.083668939353263,21.24475165408976,16.851986283570426,20.16969871520996,3206600,0.0,0.0,0.0
2009-04-01 00:00:00-04:00,20.062906199851007,23.081595997833467,19.956113146479975,22.746978759765625,4913300,0.0,0.0,0.0
2009-05-01 00:00:00-04:00,22.732744483527558,25.132034301757812,22.640189487104013,25.132034301757812,4640800,0.0,0.0,0.0
2009-06-01 00:00:00-04:00,25.680231779133408,26.100285585520194,23.60844161581081,24.555343627929688,8676400,0.266,0.0,0.0
2009-07-01 00:00:00-04:00,25.04481488592431,27.2550721007123,23.43017789367247,27.08284568786621,4269200,0.0,0.0,0.0
2009-08-01 00:00:00-04:00,27.577998519956964,28.4606663650252,26.55180684713607,27.886573791503906,3380900,0.0,0.0,0.0
2009-09-01 00:00:00-04:00,27.872224839072654,30.247536428453774,27.03978981246759,29.24287223815918,5878100,0.0,0.0,0.0
2009-10-01 00:00:00-04:00,29.171107607304254,30.64222067235824,27.979864498835017,28.4534912109375,5366600,0.0,0.0,0.0
2009-11-01 00:00:00-04:00,28.740535443471753,31.00102813326281,28.388904950608673,29.98918914794922,3859800,0.0,0.0,0.0
2009-12-01 00:00:00-05:00,30.398234414511208,31.03691264126963,29.738025831942203,30.34800148010254,7450400,0.28,0.0,0.0
2010-01-01 00:00:00-05:00,31.14357592245664,31.699840533386176,28.860725220311224,28.932966232299805,4429100,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,29.193040251167904,29.95158195141409,27.950474919377637,29.561473846435547,3098300,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,29.742077211665684,31.64927134901986,29.684284953101113,31.43254280090332,8735900,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,31.86598569832524,32.73289131203394,31.121893068168617,31.36029052734375,6345200,0.0,0.0,0.0
2010-05-01 00:00:00-04:00,31.62759026191247,31.78652376258697,26.975200048755365,28.420042037963867,7668000,0.0,0.0,0.0
2010-06-01 00:00:00-04:00,28.304447279059694,29.994912068136436,27.14134934542007,27.163021087646484,11154000,0.362,0.0,0.0
2010-07-01 00:00:00-04:00,27.437972259255293,30.31735624211944,27.051625499436106,29.967456817626953,7402700,0.0,0.0,0.0
2010-08-01 00:00:00-04:00,30.470431409133045,30.84948974813315,28.247110972601455,28.684484481811523,4917900,0.0,0.0,0.0
2010-09-01 00:00:00-04:00,29.231199911743435,31.87731689278016,29.194752586317858,31.498258590698242,4880700,0.0,0.0,0.0
2010-10-01 00:00:00-04:00,31.74609742906323,33.14569722480426,31.301432925107758,32.67916488647461,5329700,0.0,0.0,0.0
2010-11-01 00:00:00-04:00,32.86141065883864,34.07148018997696,31.724235776987733,31.96479034423828,7269200,0.0,0.0,0.0
2010-12-01 00:00:00-05:00,32.49694828944625,34.14439211117214,32.49694828944625,34.12252426147461,11976200,0.448,0.0,0.0
2011-01-01 00:00:00-05:00,34.71316592425265,35.36091026670052,33.962371919847946,34.823577880859375,11769400,0.0,0.0,0.0
2011-02-01 00:00:00-05:00,35.07383819960666,36.26627426678292,34.91190143210275,35.90559768676758,8713100,0.0,0.0,0.0
2011-03-01 00:00:00-05:00,36.089625549852265,36.1779562514008,33.04964883949775,35.596458435058594,11224300,0.0,0.0,0.0
2011-04-01 00:00:00-04:00,35.684788882021174,37.370395317290104,34.8383073241455,37.31150817871094,9285200,0.0,0.0,0.0
